Voltage	Acceleration	Displacement	Power
0.0003217	-0.02377	0.0001303	6.186E-9
1.594E-5	-0.01609	8.95E-5	7.863E-9
0.000344	-0.009744	4.625E-5	7.863E-9
0.0003962	-0.004857	-5.275E-6	5.619E-9
0.0002396	0.0006029	-3.883E-5	5.23E-9
0.0004484	0.007563	-7.798E-5	8.531E-9
0.0003366	0.0148	-0.0001027	8.146E-9
-0.0004091	0.02025	-0.0001335	9.637E-9
0.0001725	0.02382	-0.0001493	1.853E-8
0.0002918	0.02704	-0.0001524	3.333E-8
0.0001427	0.0303	-0.0001495	2.995E-8
-0.0002525	0.03164	-0.000129	2.71E-8
-0.0004539	0.02889	-9.767E-5	3.894E-8
-0.0002451	0.02264	-6.575E-5	2.941E-8
-0.0001108	0.01588	-2.847E-5	2.23E-8
-5.863E-5	0.01013	1.613E-5	2.358E-8
0.0003888	0.004972	5.759E-5	2.341E-8
0.0002471	-0.001205	0.0001015	2.641E-8
6.068E-5	-0.009236	0.0001407	3.528E-8
0.0003068	-0.01648	0.0001712	2.456E-8
0.0005678	-0.02158	0.0001902	2.23E-8
9.051E-5	-0.02519	0.0002031	2.293E-8
-8.846E-5	-0.02859	0.0002067	2.406E-8
0.0002546	-0.03165	0.0001981	2.607E-8
0.000523	-0.03199	0.0001787	2.869E-8
0.0004186	-0.02798	0.0001482	2.573E-8
7.559E-5	-0.02062	0.0001188	2.922E-8
0.0004037	-0.01331	7.519E-5	3.548E-8
0.000605	-0.007736	2.679E-5	3.256E-8
0.0001725	-0.002932	-2.034E-5	3.237E-8
0.0004186	0.00326	-5.949E-5	2.121E-8
0.0004261	0.01065	-9.558E-5	2.624E-8
0.0001203	0.01747	-0.000127	3.568E-8
6.813E-5	0.02195	-0.0001446	2.23E-8
0.0005976	0.02505	-0.0001582	3.106E-8
0.0002993	0.02832	-0.000171	2.977E-8
0.0002918	0.03111	-0.0001603	3.333E-8
0.0002322	0.03092	-0.000149	2.624E-8
-5.118E-5	0.02681	-0.0001232	2.607E-8
6.068E-5	0.01989	-8.7E-5	2.325E-8
0.0003739	0.01343	-4.457E-5	2.472E-8
0.000605	0.008075	-3.635E-6	2.658E-8
0.0006945	0.00284	3.738E-5	2.106E-8
0.0001949	-0.00417	7.638E-5	1.726E-8
0.0001576	-0.01195	0.0001102	1.617E-8
0.0003515	-0.01876	0.0001422	1.17E-8
-0.0001183	-0.02312	0.0001591	5.859E-9
0.000441	-0.02636	0.0001659	6.103E-9
0.0001278	-0.02993	0.0001612	4.286E-9
0.0003142	-0.03215	0.0001482	1.407E-9
0.0003366	-0.03074	0.000124	5.23E-9
0.0001576	-0.02511	9.219E-5	5.94E-9
0.0002695	-0.01737	5.222E-5	5.079E-9
0.0002024	-0.01082	1.523E-5	1.612E-9
5.322E-5	-0.005736	-2.437E-5	7.132E-9
0.0002993	-0.0003761	-6.896E-5	2.016E-9
0.0004634	0.006359	-0.0001044	1.612E-9
0.0002471	0.01377	-0.0001349	2.789E-9
0.0005528	0.01945	-0.0001561	2.733E-9
0.0004857	0.02321	-0.0001689	8.148E-10
0.000359	0.02626	-0.000171	1.291E-9
0.000523	0.02981	-0.0001669	3.239E-10
0.0004112	0.03174	-0.0001586	3.493E-13
0.0005454	0.02991	-0.0001322	1.586E-10
7.559E-5	0.02415	-0.0001047	2.524E-10
-5.118E-5	0.01703	-6.448E-5	1.722E-10
5.322E-5	0.01109	-1.982E-5	2.694E-10
0.0003068	0.006171	2.194E-5	3.431E-10
5.322E-5	0.0001293	6.378E-5	7.779E-10
0.0002024	-0.007309	0.0001034	4.257E-10
0.0007094	-0.01504	0.000133	5.359E-11
0.0003291	-0.02069	0.0001563	8.378E-10
0.0004037	-0.02448	0.000172	9.319E-10
-0.0001108	-0.02775	0.0001761	1.251E-12
0.0004932	-0.03099	0.000167	1.775E-9
0.0005528	-0.03218	0.0001493	1.478E-9
0.0002024	-0.02901	0.0001228	2.775E-9
0.00018	-0.02235	8.481E-5	1.731E-9
0.0006125	-0.01461	5.274E-5	4.765E-9
0.000262	-0.008562	5.687E-6	1.244E-9
0.0002993	-0.00376	-4.152E-5	2.004E-9
0.0001725	0.001935	-8.283E-5	7.201E-10
0.0004037	0.009207	-0.0001204	2.348E-9
0.0001129	0.0162	-0.0001518	5.856E-10
0.0001576	0.02118	-0.0001748	9.616E-12
0.0003217	0.02453	-0.0001872	1.437E-9
0.0003888	0.02765	-0.0001957	1.898E-10
0.0003291	0.03058	-0.0001851	3.052E-10
-8.846E-5	0.03136	-0.0001633	5.856E-10
0.0002098	0.02787	-0.0001397	2.307E-12
0.000523	0.02135	-0.0001071	9.616E-12
0.0005006	0.01453	-6.53E-5	3.239E-10
0.0001502	0.009105	-2.422E-5	1.32E-9
0.0002769	0.004098	1.724E-5	3.926E-11
0.0002769	-0.002639	5.378E-5	1.005E-9
-0.0002078	-0.01052	9.547E-5	4.704E-10
0.0003515	-0.01766	0.0001228	1.074E-9
0.0001203	-0.02232	0.0001477	2.16E-9
0.0001502	-0.02572	0.0001548	7.77E-9
0.0003142	-0.02903	0.0001638	5.23E-9
0.0002471	-0.03184	0.0001541	5.698E-9
0.0002695	-0.03154	0.0001339	3.133E-9
0.0002471	-0.02654	0.0001043	2.789E-9
0.0001949	-0.019	7.183E-5	4.355E-9
0.0003888	-0.01195	3.104E-5	5.462E-9
0.0007467	-0.00664	-1.4E-5	5.94E-9
-1.389E-5	-0.001797	-5.024E-5	9.025E-9
-6.609E-5	0.004661	-8.395E-5	1.038E-8
0.0001576	0.01223	-0.0001103	7.585E-9
-0.0004464	0.01837	-0.0001467	3.816E-9
2.339E-5	0.02259	-0.0001546	1.486E-8
0.0007542	0.02577	-0.0001617	1.435E-8
0.0005379	0.02897	-0.0001613	2.325E-8
0.0005603	0.03139	-0.0001544	2.833E-8
-7.355E-5	0.03056	-0.0001344	3.628E-8
0.0004261	0.02566	-0.0001029	2.904E-8
9.051E-5	0.01856	-5.926E-5	2.869E-8
0.0005156	0.01219	-1.557E-5	2.693E-8
0.0003068	0.007078	3.29E-5	2.78E-8
0.000359	0.001342	7.593E-5	3.333E-8
0.0004634	-0.005981	0.0001124	3.162E-8
0.0002247	-0.01368	0.0001507	1.868E-8
0.0006423	-0.01995	0.0001746	2.522E-8
0.0006871	-0.02374	0.0001992	2.693E-8
0.0001054	-0.02712	0.0002085	2.06E-8
0.0005081	-0.03059	0.0002014	1.955E-8
0.0002024	-0.03218	0.0001823	1.782E-8
0.0004932	-0.03005	0.0001596	4.126E-8
2.339E-5	-0.02349	0.0001292	2.539E-8
0.0002844	-0.01593	9.42E-5	2.59E-8
0.0001203	-0.009694	5.617E-5	3.391E-8
0.0004186	-0.004842	1.583E-5	3.568E-8
0.0007765	0.0007335	-3.033E-5	3.333E-8
0.0004559	0.007659	-6.568E-5	2.851E-8
0.0001427	0.01511	-9.513E-5	1.782E-8
0.0001874	0.02045	-0.0001235	1.955E-8
0.0002247	0.02387	-0.0001385	3.256E-8
