Voltage	Acceleration	Displacement	Power
0.0005156	-0.02154	-0.1054	2.959E-8
1.021E-6	-0.006915	-0.1113	2.762E-8
0.0008287	0.00604	-0.1168	2.277E-8
0.0004783	0.01562	-0.1217	2.106E-8
0.0004932	0.02279	-0.1275	2.506E-8
0.0005006	0.03272	-0.1331	2.423E-8
0.000262	0.04176	-0.1377	2.869E-8
0.0008138	0.05112	-0.1432	2.439E-8
0.001157	0.06239	-0.1478	1.926E-8
0.0008064	0.07271	-0.1535	3.032E-8
0.0004857	0.08268	-0.1578	1.512E-8
-0.0001779	0.09349	-0.163	2.183E-8
0.00018	0.1032	-0.1676	2.045E-8
0.000523	0.1143	-0.1715	1.926E-8
-7.355E-5	0.1275	-0.1767	1.512E-8
0.0001874	0.1391	-0.1805	9.74E-9
0.0004186	0.1506	-0.1851	9.227E-9
0.000359	0.1614	-0.1888	4.149E-9
0.0004857	0.1728	-0.1929	5.94E-9
-0.0001854	0.1823	-0.1971	5.698E-9
0.0004932	0.1899	-0.2008	3.623E-9
0.0003068	0.1993	-0.2043	1.786E-9
0.0001725	0.2066	-0.2077	3.016E-9
-0.0001481	0.2132	-0.2114	4.149E-9
0.0001427	0.2232	-0.2147	1.291E-9
0.0004484	0.2336	-0.2181	2.789E-9
0.000523	0.2438	-0.2211	5.004E-9
0.000344	0.2558	-0.2236	2.678E-9
0.0001054	0.2658	-0.227	2.16E-9
0.0007691	0.2758	-0.2295	2.31E-9
0.0009406	0.2829	-0.2318	2.901E-9
0.000523	0.2867	-0.2342	3.052E-10
0.0003739	0.293	-0.2366	2.32E-10
0.0001203	0.3007	-0.2388	4.087E-11
0.0005901	0.3097	-0.2407	3.784E-10
0.0002024	0.3197	-0.2426	2.715E-11
9.051E-5	0.3244	-0.2443	4.087E-11
0.000523	0.3267	-0.2453	6.177E-10
0.0004932	0.3342	-0.2473	6.712E-10
6.813E-5	0.3446	-0.2486	1.332E-10
0.0002769	0.3551	-0.2495	3.992E-10
0.0005081	0.3654	-0.2504	5.356E-10
0.0001949	0.371	-0.251	1.317E-11
0.0002247	0.371	-0.252	5.415E-10
0.0003366	0.3753	-0.2519	6.159E-11
0.00018	0.3851	-0.252	4.424E-10
0.0003291	0.3916	-0.2525	6.921E-10
0.0001949	0.3951	-0.2526	1.1E-9
1.594E-5	0.3988	-0.252	2.148E-9
0.0005976	0.3981	-0.2521	3.581E-10
0.0003962	0.4005	-0.252	9.644E-10
0.0005156	0.4145	-0.251	2.849E-11
0.0004484	0.4218	-0.2502	1.586E-10
0.0003664	0.4231	-0.2494	1.727E-11
0.0007318	0.4278	-0.2484	6.623E-12
0.0003515	0.425	-0.2473	2.709E-12
0.0002247	0.4254	-0.2457	1.216E-9
0.0001278	0.4364	-0.244	1.398E-9
0.000344	0.4414	-0.2422	4.187E-12
0.0005827	0.4382	-0.2403	4.039E-15
0.0002024	0.4357	-0.2383	1.922E-9
0.000344	0.4364	-0.2364	3.629E-10
0.0005379	0.44	-0.2334	7.201E-10
0.0002322	0.4456	-0.2314	8.148E-10
0.0001576	0.4468	-0.2289	2.845E-9
0.0004112	0.4394	-0.2256	1.755E-10
0.0002098	0.4367	-0.2231	3.833E-10
0.0002769	0.4424	-0.2197	3.133E-9
0.0004261	0.4483	-0.2164	4.93E-9
0.0007169	0.4503	-0.2131	4.355E-9
0.001075	0.446	-0.2097	8.629E-9
0.0005305	0.4407	-0.206	5.462E-9
0.0004186	0.4387	-0.2027	8.434E-9
2.339E-5	0.4381	-0.1984	9.845E-9
0.0004708	0.4387	-0.1944	5.778E-9
-8.101E-5	0.4374	-0.1902	1.103E-8
0.0004112	0.4334	-0.1858	8.925E-9
0.0004783	0.4321	-0.1812	8.826E-9
0.0003813	0.4315	-0.177	3.947E-9
0.0002546	0.4251	-0.1726	9.637E-9
-7.355E-5	0.4212	-0.1678	1.955E-8
-0.0005433	0.4227	-0.1633	1.41E-8
1.594E-5	0.4208	-0.1584	1.897E-8
0.0006796	0.4182	-0.1528	2.887E-8
3.085E-5	0.4145	-0.148	2.887E-8
0.0007691	0.4053	-0.1428	2.374E-8
0.0008735	0.4006	-0.1376	2.214E-8
0.000523	0.4008	-0.1324	2.325E-8
0.0003291	0.3939	-0.127	1.782E-8
0.000344	0.3823	-0.1214	3.391E-8
0.0002322	0.3721	-0.116	1.435E-8
0.00018	0.3669	-0.1098	2.341E-8
0.0002695	0.3658	-0.1042	3.508E-8
-8.846E-5	0.3644	-0.09843	2.341E-8
0.0004112	0.3584	-0.09205	2.439E-8
0.0004484	0.3463	-0.08607	2.489E-8
