Voltage	Acceleration	Displacement	Power
0.0009779	0.004908	-0.02226	3.784E-10
0.0008213	0.004864	-0.02241	7.85E-10
0.001142	0.004866	-0.02244	3.052E-10
0.0007318	0.004984	-0.02278	4.723E-12
0.0002546	0.005085	-0.02226	7.015E-11
0.000784	0.005195	-0.02253	4.649E-10
0.0007616	0.005064	-0.02211	1.241E-10
0.0007765	0.005201	-0.02179	4.723E-12
0.0006349	0.005206	-0.02173	1.731E-9
2.339E-5	0.005067	-0.02224	1.478E-9
0.0004261	0.005311	-0.022	8.378E-10
0.000866	0.005322	-0.02212	5.212E-9
0.0001576	0.00573	-0.02168	9.916E-11
0.0004857	0.006419	-0.02143	3.119E-9
0.0005305	0.006688	-0.02209	1.244E-9
0.0006721	0.006739	-0.02167	7.38E-9
0.0004335	0.007055	-0.0216	1.031E-9
0.0004932	0.007668	-0.02168	2.198E-9
0.0005379	0.007879	-0.02131	7.022E-9
0.0004783	0.008373	-0.02142	3.866E-9
0.0006423	0.00903	-0.02162	9.001E-9
0.0004484	0.009944	-0.02171	3.42E-9
0.0008437	0.01064	-0.02153	8.028E-9
0.0005976	0.01153	-0.02144	6.114E-10
0.0007616	0.01188	-0.02107	2.831E-9
0.0005678	0.0124	-0.02104	4.424E-10
0.0007243	0.01299	-0.02077	6.001E-9
0.0004484	0.01342	-0.0213	3.581E-10
0.0005901	0.01396	-0.0211	4.2E-9
0.0005752	0.0147	-0.02085	1.171E-9
0.0003366	0.01532	-0.02043	2.557E-9
0.0006796	0.0158	-0.02076	3.06E-9
0.0004857	0.01622	-0.02088	1.775E-9
0.0007467	0.01626	-0.02048	4.765E-9
0.0007094	0.01655	-0.0208	2.198E-9
0.0003142	0.01668	-0.02077	9E-10
0.0001352	0.0167	-0.02025	2.611E-9
0.0004783	0.01667	-0.02024	2.72E-9
0.001388	0.01662	-0.02071	6.114E-10
0.0001203	0.017	-0.0203	8.605E-9
0.0003142	0.0169	-0.0198	3.581E-10
0.000441	0.01696	-0.02011	1.602E-9
0.0005454	0.01665	-0.0207	4.693E-9
0.0004335	0.01616	-0.02045	2.665E-9
0.0006945	0.0161	-0.02029	2.944E-9
0.0001576	0.01557	-0.02029	1.398E-9
0.0006796	0.01514	-0.02017	2.4E-9
0.0001502	0.01468	-0.02017	3.608E-9
0.0003142	0.01463	-0.02026	6.377E-10
0.0005528	0.01435	-0.01991	1.82E-9
0.0004112	0.01415	-0.02019	1.398E-9
0.0003068	0.01375	-0.02003	3.42E-9
0.0001352	0.01344	-0.01954	2.148E-9
0.000441	0.0128	-0.02007	1.111E-8
0.0004484	0.01222	-0.01954	2.052E-9
0.0005156	0.01187	-0.01953	2.004E-9
0.0001502	0.01149	-0.01981	3.002E-9
0.0006572	0.01111	-0.01986	2.247E-9
0.000523	0.01077	-0.01983	7.779E-10
0.0002769	0.01042	-0.0192	3.581E-10
1.021E-6	0.009728	-0.01878	1.41E-11
0.000605	0.009214	-0.01969	3.866E-9
0.000523	0.008742	-0.01968	3.178E-9
0.0007542	0.008315	-0.01916	4.765E-9
0.0004037	0.007912	-0.0191	2.504E-9
0.0007169	0.007493	-0.01877	4.132E-9
0.0001129	0.007228	-0.01941	3.608E-9
0.0004484	0.007013	-0.01953	2.052E-9
0.0008437	0.006944	-0.01902	2.944E-9
0.0005305	0.006605	-0.01909	5.212E-9
0.0004112	0.006203	-0.01927	3.359E-9
0.0004783	0.006157	-0.01873	7.655E-9
0.0003217	0.0061	-0.01871	1.089E-8
0.0002993	0.005978	-0.01864	6.333E-9
0.0005678	0.005756	-0.01886	6.001E-9
0.000605	0.005894	-0.01842	3.998E-9
0.000441	0.006182	-0.01892	5.212E-9
0.0004857	0.006419	-0.01859	9.509E-9
0.0006349	0.006818	-0.0188	2.831E-9
0.0005678	0.007011	-0.01801	2.4E-9
0.0005827	0.007492	-0.01822	1.321E-8
0.0007393	0.008024	-0.0188	5.061E-9
0.0005379	0.008041	-0.01827	6.673E-9
0.0001651	0.008627	-0.01816	4.621E-9
0.0005454	0.009399	-0.0181	6.934E-9
0.0005156	0.01004	-0.01778	8.901E-9
9.051E-5	0.0103	-0.01775	8.703E-9
0.0003366	0.01077	-0.01772	1.089E-8
0.0005305	0.01124	-0.01754	4.838E-9
0.0004857	0.01158	-0.01815	5.136E-9
0.0002993	0.012	-0.01757	1.014E-8
0.0002546	0.01231	-0.01789	8.123E-9
0.000523	0.01281	-0.01754	4.065E-9
0.0002322	0.01321	-0.01773	1.483E-8
0.0001576	0.01366	-0.01818	4.838E-9
0.0001651	0.01394	-0.01813	5.92E-9
0.0002024	0.01392	-0.01751	8.802E-9
0.001038	0.01404	-0.01764	1.321E-8
0.0003813	0.0143	-0.01766	3.178E-9
0.0004186	0.0144	-0.01748	1.179E-8
0.0008064	0.0145	-0.01725	1.587E-8
0.0006796	0.01442	-0.01772	1.321E-8
0.000441	0.01474	-0.01763	1.894E-7
0.0003291	0.01493	-0.01743	9.644E-10
0.0002844	0.01499	-0.01744	1.014E-8
0.0007094	0.01468	-0.01713	1.035E-8
0.0008064	0.01452	-0.01687	1.922E-8
0.0002769	0.01439	-0.01679	9.102E-9
0.0005603	0.01437	-0.01678	1.522E-8
0.0005603	0.01449	-0.01716	9.001E-9
0.0005752	0.01429	-0.01756	5.061E-9
0.0004112	0.01404	-0.01708	8.123E-9
0.0004112	0.01366	-0.01751	7.84E-9
0.0009033	0.01359	-0.01675	5.061E-9
0.0005528	0.01231	-0.017	4.838E-9
0.000359	0.008744	-0.01679	4.912E-9
-5.863E-5	0.004026	-0.01643	9.319E-10
0.0003739	8.419E-5	-0.01666	6.587E-9
0.0003515	-0.002315	-0.01671	3.238E-9
-3.626E-5	-0.004975	-0.01649	4.693E-9
0.0008362	-0.008885	-0.0164	3.002E-9
0.0004857	-0.01391	-0.01663	2.052E-9
0.000344	-0.02027	-0.01688	3.931E-9
0.0006572	-0.02816	-0.01668	6.759E-9
0.0002993	-0.0372	-0.01668	6.502E-9
0.0005678	-0.04565	-0.0164	3.931E-9
